asset,scenario_name,target_qty,horizon_steps,max_child_qty,pov_cap,side,policy_name,day_name,day_path,start_idx,steps_used,episode_return,filled_total,exec_vwap,arrival_mid,cost_cash_vs_mid,remaining_qty,completion,completion_100pct,terminated_at_horizon,is_bps,run_name,ckpt,episode_id,true_is_bps
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_1,2026-01-11_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-11_steps_5s.parquet,7696,286,-8.277460890558417e-07,9.999999999999076,90714.62707364696,90734.95,0.7510550000317738,9.171358222414192e-13,0.9999999999999076,1.0,0.0,0.0082774608905584,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2,checkpoints/BTC/BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2/best.weights.h5,6,-2.2398123714222
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_1,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,2505,228,-5.246449334234039e-07,9.999999999999144,95292.17848950264,95302.55,0.4999999999983054,8.618621637417424e-13,0.9999999999999144,1.0,0.0,0.005246449334234,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2,checkpoints/BTC/BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2/best.weights.h5,7,-1.0882720868819487
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_1,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-31_steps_5s.parquet,4432,282,-2.83734697005095e-06,9.999999999999435,83925.69960510227,83999.05,2.3833445000465803,5.587251868470491e-13,0.9999999999999436,1.0,0.0,0.0283734697005094,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2,checkpoints/BTC/BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2/best.weights.h5,8,-8.73228862680357
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_1,2026-01-15_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-15_steps_5s.parquet,172,335,-1.8952798281014417e-06,9.999999999999256,96753.45635933582,96930.05,1.8370956850186404,7.357181130636391e-13,0.9999999999999256,1.0,0.0,0.0189527982810144,BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2,checkpoints/BTC/BTC_S2B3_lr0.001_clip0.2_ent0.005_ep8_bs16_cl32_gamma0.99_lam0.9_seed2/best.weights.h5,9,-18.218668066733166
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_2,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,4382,208,-9.543671802973144e-07,9.999999999999297,95253.28376889515,95243.95,0.9089770000187845,6.971025053473435e-13,0.9999999999999296,1.0,0.0,0.0095436718029731,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2/best.weights.h5,0,0.979985489383614
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_2,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,745,209,-1.6537077203614129e-06,9.999999999999307,95488.309945096,95496.55,1.579233820028796,6.892372942572315e-13,0.9999999999999308,1.0,0.0,0.0165370772036141,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2/best.weights.h5,1,-0.8628641457731243
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_2,2026-01-13_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-13_steps_5s.parquet,1052,301,-4.8816800891313344e-06,9.999999999999131,91203.57088273304,91305.65,4.45724973630194,8.673790385417535e-13,0.9999999999999132,1.0,0.0,0.0488168008913132,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2/best.weights.h5,2,-11.179934348745782
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_2,2026-01-23_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-23_steps_5s.parquet,1350,238,-8.830824723992547e-07,9.999999999999126,89885.5722626286,89830.65,0.7932787249923213,8.730295456836401e-13,0.9999999999999126,1.0,0.0,0.0088308247239925,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2/best.weights.h5,3,6.113978094181263
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_2,2026-01-18_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-18_steps_5s.parquet,1398,231,-1.825859787925592e-06,9.999999999999265,94989.91030851415,94935.95,1.7333973353351464,7.347297151250278e-13,0.9999999999999264,1.0,0.0,0.0182585978792559,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2/best.weights.h5,4,5.683864596515554
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_2,2026-01-20_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-20_steps_5s.parquet,12107,284,-1.332978797352282e-06,9.999999999999252,90163.45795172272,90061.85,1.2005053650032165,7.474086097783206e-13,0.9999999999999252,1.0,0.0,0.0133297879735228,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2/best.weights.h5,5,11.282019159357597
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_2,2026-01-11_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-11_steps_5s.parquet,7696,270,-8.277460890571892e-07,9.999999999999307,90714.6233654666,90734.95,0.751055000032996,6.84250285000953e-13,0.9999999999999308,1.0,0.0,0.0082774608905718,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2/best.weights.h5,6,-2.240221054113959
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_2,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,2505,227,-5.246449334233997e-07,9.99999999999906,95292.17997485003,95302.55,0.4999999999983015,9.543850601602937e-13,0.999999999999906,1.0,0.0,0.0052464493342339,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2/best.weights.h5,7,-1.088116230884543
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_2,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-31_steps_5s.parquet,4432,297,-2.6098267130973523e-06,9.999999999999108,83925.62449522613,83999.05,2.1922296456479993,8.877682647269105e-13,0.9999999999999108,1.0,0.0,0.0260982671309734,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2/best.weights.h5,8,-8.741230379851887
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_2,2026-01-15_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-15_steps_5s.parquet,172,353,-1.895279828104412e-06,9.999999999999217,96753.42083632966,96930.05,1.8370956850215203,7.849550031666219e-13,0.9999999999999216,1.0,0.0,0.0189527982810441,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.99_lam0.95_seed2/best.weights.h5,9,-18.222332875134082
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_3,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,4382,200,-9.543671802956283e-07,9.99999999999942,95253.31461582796,95243.95,0.90897700001718,5.84126324807505e-13,0.999999999999942,1.0,0.0,0.0095436718029563,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2/best.weights.h5,0,0.9832242182268706
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_3,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,745,210,-1.6537077203614025e-06,9.99999999999903,95488.29925584716,95496.55,1.5792338200287874,9.61519302265334e-13,0.999999999999903,1.0,0.0,0.016537077203614,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2/best.weights.h5,1,-0.863983479282053
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_3,2026-01-13_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-13_steps_5s.parquet,1052,292,-4.8888594040499915e-06,9.99999999999926,91203.53577567457,91305.65,4.463804856453967,7.446115338405094e-13,0.999999999999926,1.0,0.0,0.0488885940404998,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2/best.weights.h5,2,-11.183779352693831
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_3,2026-01-23_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-23_steps_5s.parquet,1350,225,-8.830824723993081e-07,9.99999999999926,89885.56213844114,89830.65,0.793278724992369,7.366066667373024e-13,0.999999999999926,1.0,0.0,0.008830824723993,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2/best.weights.h5,3,6.112851063767322
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_3,2026-01-18_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-18_steps_5s.parquet,1398,219,-1.913634043479217e-06,9.999999999999323,94989.94211975818,94935.95,1.8167266587004072,6.78533063602887e-13,0.9999999999999324,1.0,0.0,0.0191363404347921,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2/best.weights.h5,4,5.687215407670768
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_3,2026-01-20_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-20_steps_5s.parquet,12107,287,-1.3329787973525964e-06,9.999999999999272,90163.8366458933,90061.85,1.2005053650034996,7.347366396971306e-13,0.9999999999999274,1.0,0.0,0.0133297879735259,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2/best.weights.h5,5,11.324067392941144
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_3,2026-01-11_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-11_steps_5s.parquet,7696,272,-8.277460890565469e-07,9.999999999999028,90714.61891830363,90734.95,0.7510550000324135,9.639350086103136e-13,0.9999999999999029,1.0,0.0,0.0082774608905654,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2/best.weights.h5,6,-2.240711180902616
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_3,2026-01-17_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-17_steps_5s.parquet,2505,223,-5.246449334250609e-07,9.999999999999083,95292.17938683213,95302.55,0.4999999999998851,9.20963003560018e-13,0.9999999999999084,1.0,0.0,0.0052464493342506,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2/best.weights.h5,7,-1.0881779310078596
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_3,2026-01-31_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-31_steps_5s.parquet,4432,291,-2.605755865773072e-06,9.99999999999918,83925.72505500409,83999.05,2.188810172568654,8.176453697596557e-13,0.999999999999918,1.0,0.0,0.0260575586577307,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2/best.weights.h5,8,-8.729258842321574
BTC,btc_q10,10.0,4320,0.25,0.05,buy,BTC_PPO_3,2026-01-15_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-15_steps_5s.parquet,172,341,-1.8952798281030733e-06,9.999999999999226,96753.47797902844,96930.05,1.8370956850202216,7.733999082675461e-13,0.9999999999999224,1.0,0.0,0.0189527982810307,BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2,checkpoints/BTC/BTC_S2B1_lr0.001_clip0.2_ent0.01_ep8_bs16_cl32_gamma0.999_lam0.95_seed2/best.weights.h5,9,-18.216437623994366
BTC,btc_q25,25.0,4320,0.25,0.05,buy,TWAP,2026-01-21_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-21_steps_5s.parquet,4407,4320,-7.869664066236786e-07,25.000000000000007,89245.75478280376,89826.95,1.767269801486621,0.0,1.0000000000000002,1.0,1.0,0.0078696640662367,TWAP,,0,-64.70165325620351
BTC,btc_q25,25.0,4320,0.25,0.05,buy,TWAP,2026-01-08_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-08_steps_5s.parquet,10297,4320,-7.740425083799945e-07,24.999999999999915,90746.28188365891,89861.55,1.738916489222859,0.0,0.9999999999999966,1.0,1.0,0.0077404250837999,TWAP,,1,98.45499923592583
BTC,btc_q25,25.0,4320,0.25,0.05,buy,TWAP,2026-01-18_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-18_steps_5s.parquet,856,4320,-4.948297589974866e-07,18.438403140640904,95106.147466315,94888.95,1.17384690650061,6.561596859358948,0.7375361256256362,0.0,1.0,0.0049482975899748,TWAP,,2,22.88964798482891
BTC,btc_q25,25.0,4320,0.25,0.05,buy,TWAP,2026-01-10_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-10_steps_5s.parquet,3263,4320,-1.043227813367909e-06,20.077387672998807,90672.0963946764,90539.05,2.3613213788976957,4.922612327001289,0.8030955069199522,0.0,1.0,0.010432278133679,TWAP,,3,14.694918344779637
BTC,btc_q25,25.0,4320,0.25,0.05,buy,TWAP,2026-01-28_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-28_steps_5s.parquet,9699,4320,-9.630055599697294e-07,25.0,89680.90968912709,90150.55,2.170387022108233,0.0,1.0,1.0,1.0,0.0096300555996973,TWAP,,4,-52.09511321593864
BTC,btc_q25,25.0,4320,0.25,0.05,buy,TWAP,2026-01-12_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-12_steps_5s.parquet,5349,4320,-1.050407713959362e-06,23.107159691568803,90833.14642334552,91772.55,2.409964861243037,1.8928403084311285,0.9242863876627522,0.0,1.0,0.0105040771395936,TWAP,,5,-102.36215258859909
BTC,btc_q25,25.0,4320,0.25,0.05,buy,TWAP,2026-01-20_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-20_steps_5s.parquet,9376,4320,-7.994776581017948e-07,24.999999999999993,90352.25954754144,91285.95,1.824526938089937,0.0,0.9999999999999996,1.0,1.0,0.0079947765810179,TWAP,,6,-102.2819450812042
BTC,btc_q25,25.0,4320,0.25,0.05,buy,TWAP,2026-01-27_steps_5s.parquet,/Users/jackfletcher/Desktop/FYP_Data/Replay_5s_BTC/January/2026-01-27_steps_5s.parquet,668,4320,-1.7043917546162765e-06,24.238074902449995,88549.29376869665,88333.75,3.763882878858389,0.7619250975500573,0.9695229960979996,0.0,1.0,0.0170439175461627,TWAP,,7,24.401066262515407
